,features,f_coef
2541,day it,0.010668273285967842
2542,day just,-0.018293169491641618
2543,day long,-0.03645695070446541
2544,day my,-0.016157779258846844
2545,day of,-0.015565796859325565
2546,day or,-0.02362755221993013
2547,day she,0.01137213494979047
2548,day so,-0.04045894647374276
2549,day that,0.04250157114296703
2550,day the,0.004579229513550787
2551,day to,-0.018645587289256083
2552,day to day,-0.003018248422857884
2553,day was,0.015411071521106828
2554,day when,-0.01762918606988054
2555,day with,0.040790933978613476
2556,days,-0.06931246375011413
2557,days ago,0.003808397087182861
2558,days and,0.06001690150677996
2559,days are,-0.012888796117178405
2560,days but,-0.012320346397980384
2561,days have,-0.01895854154867098
2562,days in,-0.03311038499550477
2563,days just,0.01678296642375499
2564,days later,-0.03773632773649978
2565,days of,0.019136271585972944
2566,days week,-0.032290358782344486
2567,days when,0.0016661144264288937
2568,days where,-0.006384904397818336
2569,dead,-0.0035715544215135704
2570,dead and,-0.034066481798703016
2571,deal,0.03728145270598735
2572,deal with,0.014514149183675823
2573,deal with it,-0.02000236476489732
2574,deal with my,-0.01936034884221182
2575,deal with the,-0.002503862376922953
2576,deal with this,0.037816658283819346
2577,dealing,-0.001645021657530662
2578,dealing with,-0.0012705314664730961
2579,dealing with depression,0.0029085680683705703
2580,dealt,-0.03449168826549426
2581,dealt with,-0.03825962089099127
2582,dear,-0.025432182376306522
2583,death,-0.13542002912155893
2584,death and,0.009883443301328638
2585,death of,-0.002227440442658017
2586,debt,-0.06126914389146169
2587,decade,-0.01826066509230052
2588,december,-0.04682137305531267
2589,decent,-0.056132743421442526
2590,decide,-0.0003532153853690627
2591,decided,-0.08173705635307872
2592,decided that,-0.03402054418931843
2593,decided to,-0.06068093851269952
2594,decided to go,-0.008606045029799218
2595,decision,0.047143453394660126
2596,decisions,0.024805292242608808
2597,deep,-0.008171175080002282
2598,deep depression,0.0024613992545590153
2599,deep down,0.012641434274445532
2600,deeper,0.012927579981891734
2601,deeply,0.07442305110106943
2602,definitely,-0.05628777610158987
2603,degree,-0.1064958619861142
2604,department,0.0041096349572712545
2605,depend,-0.008862662967695863
2606,dependent,0.011347010925431082
2607,depending,-0.01302887626856024
2608,depending on,-0.011712344851565724
2609,depressants,-0.02657836453269792
2610,depressed,-0.1065574959404012
2611,depressed about,0.024880480609619653
2612,depressed again,0.018913143980603203
2613,depressed all,0.011528417302521058
2614,depressed and,-0.004332647019824975
2615,depressed as,0.007269717550533599
2616,depressed because,-0.01121655091586319
2617,depressed but,-0.05940158145458369
2618,depressed dont,-0.023355481161583008
2619,depressed for,-0.07393268928999715
2620,depressed have,-0.005160894562951834
2621,depressed im,0.02177001906267078
2622,depressed or,-0.05211603996688021
2623,depressed since,0.009572064391738397
2624,depressed that,0.01559224638177877
2625,depressed to,0.029201767168273943
2626,depressing,0.023094509146360673
2627,depression,-0.17668401069742196
2628,depression and,0.023959773271033755
2629,depression and anxiety,-0.04753881997153422
2630,depression as,0.031693929223347156
2631,depression because,-0.004559388198189588
2632,depression but,-0.07369497112450342
2633,depression for,-0.13124421819952925
2634,depression for years,-0.04489820551989921
2635,depression forum,0.05209738656417913
2636,depression has,0.060412621579032134
2637,depression have,-0.024511639789794246
2638,depression im,0.004000171149604384
2639,depression in,-0.0032071156583279776
2640,depression is,-0.0008746900569811464
2641,depression it,-0.002067401388131616
2642,depression ive,0.024541879937614957
2643,depression my,0.01920224646377954
2644,depression or,-0.03160412539067354
2645,depression since,-0.03910555737095902
2646,depression since was,-0.013018352199923243
2647,depression so,0.027208414927684672
2648,depression that,-0.034657866527367215
2649,depression the,0.004761795129641338
2650,depression to,0.05560391439039017
2651,depression was,-0.012143016648902894
2652,depression when,-0.01096588589777423
2653,depressive,-0.022576017557575025
2654,describe,0.03959048721751621
2655,describe it,0.011970857790092316
2656,deserve,-0.017608739621684997
2657,deserve it,-0.013045858434665273
2658,deserve this,0.007869269680259383
2659,deserve to,0.07288596638726894
2660,deserve to be,0.03547972603607451
2661,deserved,0.011234065790367658
2662,deserves,0.021242876576088723
2663,desire,-0.08853403742053505
2664,desire to,-0.017978518781626634
2665,despair,-0.04515771348692891
2666,desperate,-0.006614472792627796
2667,desperately,-0.005106895575336187
2668,despise,0.019691160851352335
2669,despite,-0.03222754053186117
2670,despite the,0.04079019120635469
2671,destroy,0.014665278639105881
2672,destroyed,-0.03516744728649726
2673,destroying,-0.048099055599435815
2674,destructive,0.0062932684120081146
2675,detail,-0.005649432651868459
2676,details,-0.03904817718055938
2677,determined,0.02968110283451021
2678,devastated,-0.007628711865779993
2679,develop,0.03272625248515911
2680,developed,-0.008275138694134269
2681,diagnosed,-0.15927968323232902
2682,diagnosed with,-0.08447403229311412
2683,diagnosed with depression,-0.04363725844530015
2684,diagnosis,-0.011009784847701988
2685,did,-0.03241374039286565
2686,did and,0.016993073683941446
2687,did but,0.02656250549686126
2688,did do,0.007857414295006046
2689,did get,0.011463939782217854
2690,did have,0.00391661200664193
2691,did it,-0.051095652527202426
2692,did my,0.00027992440579717416
2693,did not,0.04836778047804985
2694,did not want,-0.010061938246282242
2695,did nothing,-0.01869042822778731
2696,did something,0.005981322003839997
2697,did that,-0.013762905081956902
2698,did the,-0.01873143585091027
2699,did this,0.021971371231349367
2700,did to,-0.0004083861086404655
2701,did was,-0.028304265674161562
2702,did you,-0.07429761265536121
2703,didn,-0.01956846014591467
2704,didnt,0.0347024594414703
2705,didnt care,-0.04450594508349561
2706,didnt do,0.038138841256546305
2707,didnt even,0.0036611818165212954
2708,didnt feel,0.04502145087501504
2709,didnt get,-0.0035645804488450197
2710,didnt go,0.02610847449366857
2711,didnt have,-0.06586931515056592
2712,didnt have to,-0.03341688058977474
2713,didnt help,-0.022521503069183
2714,didnt know,-0.012424280173745278
2715,didnt know what,0.03420580231058412
2716,didnt like,-0.0033702990983215182
2717,didnt really,-0.02878309886430609
2718,didnt say,0.03337403538011001
2719,didnt see,-0.019886980060971657
2720,didnt tell,0.006600178509376528
2721,didnt think,-0.006548727675877414
2722,didnt want,0.0025514395488891108
2723,didnt want to,-0.019627376668789095
2724,didnt work,0.05007030011745975
2725,die,0.14625701565098856
2726,die and,0.05241377417378336
2727,die but,0.05863137608694812
2728,died,-0.05737802434493435
2729,died and,-0.011257158478607428
2730,dies,-0.03198349737898127
2731,diet,-0.03270896469323377
2732,difference,-0.0678953163621947
2733,different,-0.0030560812224215187
2734,different from,-0.0019126508944294805
2735,different person,0.010426235871628544
2736,differently,-0.0233203165839359
2737,difficult,-0.0566336038720881
2738,difficult for,-0.02550726236412298
2739,difficult to,-0.06161160714821964
2740,difficulty,-0.0027898516476301165
2741,dinner,-0.04883723393954232
2742,direction,-0.014759895372784066
2743,directly,-0.009975634600980365
2744,dirty,0.01070372445475682
2745,disability,0.0014002322058064994
2746,disappear,-0.03651439457418043
2747,disappeared,0.01788673647679891
2748,disappointed,-0.007070434694333675
2749,disappointment,0.02476960159132469
2750,disaster,-0.001957049775531157
2751,discovered,0.014238130188064304
2752,discuss,-0.003311970247492784
2753,disease,0.0034926453913622464
2754,disgusted,-0.004627551575325763
2755,disgusting,-0.015197255142398855
2756,dislike,0.012517974059094997
2757,disorder,0.012624425677817087
2758,disorder and,-0.06775605358049913
2759,disorders,0.03421569840129787
2760,distance,-0.02526362785301245
2761,distant,-0.030505912603700523
2762,distract,0.015019245816900206
2763,distracted,0.03550319559063508
2764,divorce,-0.06848447350035745
2765,divorced,-0.09668419363585821
2766,do,-0.009788671394313695
2767,do about,0.03451627260082213
2768,do about it,0.0065211677282494525
2769,do all,0.035336754765138825
2770,do am,0.04111485360255983
2771,do and,0.047688693123136186
2772,do any,-0.005031121328583263
2773,do any of,-0.031675281268514585
2774,do anymore,-0.06114811853292487
2775,do anything,-0.06232956310911377
2776,do anything about,0.03476105867522096
2777,do anything for,0.023312831730648055
2778,do anything right,0.002574630175299245
2779,do anything to,-0.022220560053953713
2780,do at,-0.022085718859933927
2781,do because,0.014269184464196498
2782,do but,-0.0014499498047370561
2783,do cant,-0.00017934504829886466
2784,do do,0.003031850259875645
2785,do dont,0.020674512860244177
2786,do even,0.047840790283203524
2787,do everything,0.007144781518660182
2788,do feel,-0.02695973048714166
2789,do feel like,-0.005832376145133951
2790,do for,0.036284253065299865
2791,do get,-0.043884336601557696
2792,do go,-0.0497014267929668
2793,do have,-0.09005668612963541
2794,do have to,-0.001737410059071149
2795,do how,-0.04164222728887041
2796,do if,-0.04592209366097372
2797,do im,0.028291284828821654
2798,do in,0.040670642434460245
2799,do is,-0.03460474464225653
2800,do it,0.09839378648036766
2801,do it and,0.020703190485894838
2802,do it but,-0.017569347498987423
2803,do its,0.01812769612705028
2804,do ive,-0.03833378260908003
2805,do just,0.010098739989362426
2806,do know,0.0689558171042944
2807,do like,-0.013775419699806066
2808,do love,-0.011899477262895643
2809,do much,0.01772830563106676
2810,do my,0.035073796107576036
2811,do need,-0.02033971265816974
2812,do not,-0.028167603340572098
2813,do not have,-0.003405021917441953
2814,do not know,0.05937683135299602
2815,do not want,-0.040794943767128125
2816,do nothing,0.040405627271636026
2817,do now,0.008999976025609147
2818,do or,-0.028677094335141918
2819,do people,-0.004259238588940856
2820,do really,-0.00667551464205801
2821,do right,-0.014597031973086611
2822,do so,0.024229900968129468
2823,do some,-0.0073424107872972575
2824,do something,-0.06355676382089694
2825,do something about,-0.00029917943137129166
2826,do stuff,-0.01945628439062383
2827,do that,0.13251072899945684
2828,do that to,0.005890454903010489
2829,do the,0.03226431139663023
2830,do the same,0.02429796811480084
2831,do they,0.02517209425281361
2832,do things,0.024157838389584737
2833,do think,0.013336305776606149
2834,do this,0.023704186066206962
2835,do to,-0.04806233068936127
2836,do want,-0.03877989102865371
2837,do want to,-0.011375912785183755
2838,do was,-0.006446840211910597
2839,do we,-0.042292404195154835
2840,do well,-0.056171567603244536
2841,do what,-0.011895778641913275
2842,do whatever,-0.02214547050217863
2843,do when,-0.05065927276460712
2844,do with,0.027507654847288045
2845,do with me,-0.002512898536667861
2846,do with my,-0.011716548246159844
2847,do with myself,-0.026206030740174205
2848,do you,-0.03383766856030118
2849,do you do,-0.018697832742067783
2850,do you think,0.00462749320965794
2851,doc,0.05316030719632136
2852,doctor,-0.17539025694929
2853,doctor about,-0.02844238063529055
2854,doctor and,-0.036738823442097376
2855,doctors,0.04811309001584502
2856,doctors and,-0.01464020590068669
2857,does,0.0178969100980187
2858,does anyone,-0.003160396563845538
2859,does anyone else,0.0007781525585465087
2860,does anyone have,0.0059385329092104975
2861,does he,-0.03069499827124872
2862,does it,-0.012606772394165024
2863,does not,-0.07636927577710258
2864,does that,0.04762259582298851
2865,does this,0.028855512817117648
2866,doesn,-0.06728786773152914
2867,doesnt,-0.04336860721682527
2868,doesnt care,-0.03746958070422435
2869,doesnt even,-0.009240664078431987
2870,doesnt feel,-0.021000238645317672
2871,doesnt get,-0.015849521681033825
2872,doesnt have,0.04004837540022149
2873,doesnt help,0.010927573834898242
2874,doesnt know,-0.0637165882273347
2875,doesnt like,0.005893010759287814
2876,doesnt make,-0.02706242886556037
2877,doesnt matter,0.026269940095749577
2878,doesnt mean,0.0035639231291107083
2879,doesnt really,-0.037889069411311656
2880,doesnt seem,0.010375657902853962
2881,doesnt seem to,-0.005610645171092482
2882,doesnt understand,-0.036995259148894406
2883,doesnt want,0.0011121106183351478
2884,doesnt want to,0.008094327279493805
2885,doesnt work,0.021817521008307025
2886,dog,-0.10372765490808962
2887,dogs,-0.024176251368719943
2888,doing,-0.014640038037330822
2889,doing and,0.00025890999937278335
2890,doing anything,-0.0036124981830266364
2891,doing better,0.0016691877944689313
2892,doing is,0.010957364038075287
2893,doing it,-0.05269265794650275
2894,doing my,-0.011861461804777998
2895,doing nothing,0.008600320334108862
2896,doing so,-0.003239030759937723
2897,doing something,0.004790112190261076
2898,doing that,0.003885109452827099
2899,doing the,0.017566731893659714
2900,doing things,-0.030854495852964903
2901,doing this,0.020424713339853576
2902,doing to,0.028769749614916153
2903,doing well,-0.021129128924874452
2904,doing what,0.03619754801168493
2905,dollars,0.0430653994053827
2906,don,-0.06714608473049098
2907,don have,-0.03655308315950155
2908,don know,-0.019427044516912597
2909,don want,-0.025950344115166543
2910,don want to,-0.017850413343718424
2911,done,0.0547412195749575
2912,done and,-0.023257494163073603
2913,done anything,-0.020835220674685087
2914,done for,0.005599483723067916
2915,done in,0.03296730900523046
2916,done it,0.06134045466200014
2917,done nothing,-0.0025475062800333565
2918,done so,-0.0024871571278215357
2919,done something,-0.007670141581295534
2920,done that,0.000925109458673329
2921,done this,-0.011016453354979429
2922,done to,0.010746421660922758
2923,done with,0.017892548303339063
2924,dont believe,0.029388780189765824
2925,dont belong,0.06315002335809129
2926,dont blame,0.008877441360438524
2927,dont care,0.02616523347174886
2928,dont care about,-0.003744457896637878
2929,dont care if,-0.0013239997342263119
2930,dont deserve,0.005691583754546389
2931,dont deserve to,0.027079714468866256
2932,dont do,-0.05250976121448073
2933,dont enjoy,-0.017085627684203995
2934,dont even,0.022770813847604914
2935,dont even feel,-0.005706649829978298
2936,dont even have,0.06002193444722053
2937,dont even know,-0.09572493589174978
2938,dont even want,-0.0032943961052731754
2939,dont expect,-0.030002112982909338
2940,dont feel,0.013137337144232802
2941,dont feel like,0.04097746184991357
2942,dont fit,-0.01048245339831334
2943,dont get,0.035735809241710464
2944,dont get it,0.051408664979569973
2945,dont get me,0.0311496136388372
2946,dont give,0.022428382611613788
2947,dont go,-0.021701991328176056
2948,dont have,-0.017484941467971533
2949,dont have any,-0.05176706263091171
2950,dont have anyone,-0.026774451880148535
2951,dont have anything,-0.0015490937985711485
2952,dont have many,-0.020416863906043626
2953,dont have much,0.020641137875345477
2954,dont have the,0.0514205388865348
2955,dont have to,0.004928618479367146
2956,dont know,0.04500494789822254
2957,dont know anymore,0.013480561843871357
2958,dont know how,0.06769774639720011
2959,dont know if,0.002901487008383127
2960,dont know im,0.04080266129504576
2961,dont know the,0.001035138855021152
2962,dont know what,-0.04531121212774004
2963,dont know whats,0.04411994942894168
2964,dont know where,-0.05383158109358019
2965,dont know who,-0.022159950017136342
2966,dont know why,-0.043759782768420845
2967,dont like,-0.036329671778319556
2968,dont like to,-0.008027648115795455
2969,dont love,0.03184620202556474
2970,dont make,0.026671935734795756
2971,dont mean,0.00213772377070856
2972,dont mind,0.01860525573222956
2973,dont need,-0.0345840128790099
2974,dont really,0.05606708845497486
2975,dont really care,0.008828782665222228
2976,dont really have,-0.0007275493270711117
2977,dont really know,-0.027608199493300886
2978,dont really want,0.01497562098102394
2979,dont remember,0.014860621186372673
2980,dont see,0.019783028169160423
2981,dont see the,0.01984005177131843
2982,dont seem,0.014134647889405664
2983,dont seem to,0.014585528976902302
2984,dont take,-0.012920285078232008
2985,dont talk,0.03728703995572382
2986,dont talk to,0.007706629327169762
2987,dont tell,0.023217952826950685
2988,dont think,0.01372415581818187
2989,dont think can,-0.014811936940647984
2990,dont think im,0.0011620705271075417
2991,dont think its,-0.013936230192877163
2992,dont trust,-0.00024365672114039303
2993,dont understand,0.030412804550794613
2994,dont understand how,-0.02479198190953727
2995,dont understand why,0.027382655694995737
2996,dont wanna,-0.015143945196736765
2997,dont want,0.04221894058404906
2998,dont want it,0.0025484837777943778
2999,dont want my,-0.023447741191985342
3000,dont want them,-0.031317008193243914
3001,dont want to,0.022737935427685766
3002,dont work,-0.031476668349887126
3003,dont worry,0.023535257730992805
3004,dont you,0.020241324230954583
3005,door,-0.038945460240129966
3006,door and,-0.04653897977126199
3007,doors,-0.014644955993982568
3008,dose,0.05139493992505268
3009,double,0.006321427737860244
3010,doubt,0.036576113063144
3011,down,0.04701526670027103
3012,down again,-0.0017930238160981755
3013,down and,0.004980087055881488
3014,down at,-0.02492504732015841
3015,down but,-0.05385847082922038
3016,down for,0.05183956836680004
3017,down im,-0.005903172952035408
3018,down in,0.00743445866652882
3019,down my,0.02885527987747989
3020,down on,-0.010417961605891691
3021,down or,0.007858134564736155
3022,down so,-0.002345604772179464
3023,down that,0.034632641133745264
3024,down the,0.039099474183776475
3025,down to,-0.018355325317993842
3026,down with,-0.008084526178343385
3027,downhill,2.2271581132711806e-06
3028,downs,-0.0582428803382216
3029,downward,-0.0090530374410934
3030,dr,-0.03273621600362139
3031,drag,-0.020560061169554694
3032,dragging,-0.01332644028813803
3033,drain,-0.02017297338183958
3034,drained,0.011347884278353046
3035,drama,-0.023132201820707705
3036,dramatic,-0.019024649795737147
3037,drank,0.005399114304839596
3038,draw,-0.03070145401225506
3039,drawing,-0.013146929056387277
3040,dread,-0.07053169803141186
3041,dreading,0.022613279349316
3042,dream,-0.05850042389532311
3043,dream about,0.0009984155464617056
3044,dream of,0.01278625075447322
3045,dreaming,-0.02447681183640345
3046,dreams,0.058585906368091856
3047,dreams and,-0.023622101045001447
3048,dressed,-0.019903141442795272
3049,drink,-0.06606396130805163
3050,drink and,0.008225370649230943
3051,drinking,-0.03928747482924705
3052,drinking and,-0.03115033834959323
3053,drinks,-0.016345196303960627
3054,drive,-0.02923284120140191
3055,drive to,-0.014070050442693422
3056,driven,-0.023493776736094877
3057,drives,-0.022140372128592517
3058,drives me,-0.03097577542848186
3059,driving,0.025768791419112543
3060,driving me,0.024349770157434877
3061,drop,0.043858550038643196
3062,drop out,0.004467052319915427
3063,dropped,0.000705145779130872
3064,dropped out,-0.008347021399731386
3065,dropped out of,-0.010933005845302898
3066,dropping,-0.011604997196251918
3067,drove,-0.0041793462220571604
3068,drowning,0.016917701300708105
3069,drug,-0.09857718252600603
3070,drugs,-0.06099116009170609
3071,drugs and,-0.013201718483891447
3072,drunk,-0.07389620973279629
3073,drunk and,-0.020785063565938577
3074,due,-0.03881425611570356
3075,due to,-0.06162563379765411
3076,due to my,0.051762140953880716
3077,due to the,-0.01130645348825105
3078,dull,-0.012214519765442959
3079,dumb,-0.04526518169789798
3080,dumped,0.0042011183007273295
3081,dunno,0.15628121266518327
3082,during,-0.027829683343649405
3083,during my,-0.009651288646895954
3084,during that,-0.005875195793665828
3085,during the,-0.024218173758008932
3086,during the day,-0.023152353675015377
3087,during this,0.022485463326509417
3088,dying,-0.058537405403583175
3089,each,-0.0840121883042812
3090,each day,0.055193044213495385
3091,each other,-0.04241521470424289
3092,each other and,-0.038843900945860106
3093,each time,-0.01093972429450592
3094,eachother,0.0036025110198438758
3095,earlier,-0.013570245596270458
3096,early,-0.06452213207311479
3097,earn,-0.04374637635498258
3098,ears,0.01289910657844937
3099,earth,0.07557093449360655
3100,ease,-0.004754324494978866
3101,easier,-0.008360249436730997
3102,easier to,0.01680014586402856
3103,easily,-0.015142675605957738
3104,easy,0.0005262874043675852
3105,easy for,0.003305672716027012
3106,easy to,0.02417498660693026
3107,eat,0.02135669808452306
3108,eat and,0.024229986802746573
3109,eaten,-0.0047950291891751574
3110,eating,0.0312500074272814
3111,eating disorder,-0.0007170807900066521
3112,ect,0.027091046112504923
3113,edge,-0.02492273237073649
3114,education,-0.0650038552483816
3115,effect,-0.029634112875981798
3116,effects,-0.03607609984972394
3117,effort,-0.010882362046092017
3118,effort to,0.0020102356171804747
3119,efforts,-0.023229626648540377
3120,eight,0.013418471418319589
3121,either,0.0597576394422498
3122,either way,-0.012238676827161026
3123,elementary,-0.030168897922804694
3124,else,-0.09819860200921646
3125,else and,-0.04680307373418829
3126,else but,-0.044133767288809
3127,else can,-0.0030466154478018216
3128,else feel,-0.019920065982840074
3129,else has,-0.025174047524665365
3130,else have,-0.0067054967849463016
3131,else in,0.023185100204276898
3132,else is,0.03266905508823881
3133,else to,-0.04753688380753868
3134,else to do,-0.011161286987292043
3135,elses,-0.025505764267600078
3136,email,0.04922664844007633
3137,emails,0.019307061920382066
3138,embarrassed,-0.04844437707197486
3139,embarrassing,-0.055995464397632054
3140,emergency,0.04396221022647852
3141,emotion,0.0046860360874370595
3142,emotional,-0.011040630295101595
3143,emotional and,0.0009601404779676637
3144,emotionally,-0.012936446379616655
3145,emotions,-0.0036042781162319948
3146,emotions and,0.03406566984425556
3147,employment,0.016778484819396117
3148,emptiness,-0.04911930810842478
3149,empty,-0.0585887174688255
3150,empty and,-0.019914124004382437
3151,end,0.008563525617298789
3152,end and,0.009404544992355093
3153,end it,0.052791929494356155
3154,end it all,0.03975659204278185
3155,end my,0.018107069300001524
3156,end my life,0.0007187728554561608
3157,end of,0.017826462886385838
3158,end of my,-0.03171425441535962
3159,end of the,-0.016910466894252824
3160,end up,-0.07992088261011757
3161,ended,0.01135877476239307
3162,ended up,-0.02126894813052843
3163,ended up in,0.0015936797836958799
3164,ending,-0.029779221925478817
3165,ending it,-0.008649627576954227
3166,endless,0.009559004300261674
3167,ends,-0.03539570817381497
3168,ends up,-0.0019152617825886702
3169,endure,0.0329796074044546
3170,enemy,-0.01689019341514665
3171,energy,0.0615543340145448
3172,energy and,0.024727045724888447
3173,energy to,0.05750422190669204
3174,engaged,0.006688531232716858
3175,england,0.028425498335343788
3176,english,-0.05707412803821381
3177,enjoy,0.05227817530839258
3178,enjoy it,0.01593747245624216
3179,enjoy life,-0.01581408128444759
3180,enjoy the,0.015341093492165971
3181,enjoyed,-0.0037277909685593203
3182,enjoying,-0.044412258189470706
3183,enough,-0.06703756356837676
3184,enough and,-0.01525852567357789
3185,enough for,0.018959005810863967
3186,enough money,0.01832514354761217
3187,enough of,0.009167833744153623
3188,enough to,0.06247963265897356
3189,enter,-0.027145391456096245
3190,entered,0.018212582105729843
3191,entire,-0.02893789545123852
3192,entire life,-0.005824572926294818
3193,entirely,-0.04607675552839285
3194,environment,-0.00034317097384314676
3195,envy,-0.0510877409811643
3196,episode,-0.015314507912295666
3197,episodes,0.06634940862177183
3198,escape,-0.04089799141175281
3199,escape from,0.0009891368992267053
3200,especially,0.04223827613188384
3201,especially when,-0.00019396805848557173
3202,essentially,-0.013907924355753947
3203,esteem,-0.038536313597441994
3204,esteem and,0.03566553163396499
3205,etc,0.07049059685443054
3206,etc and,0.02456230132423932
3207,etc but,0.00029824574824777547
3208,etc etc,0.032512787047725
3209,even,0.01205513428195042
3210,even after,0.0038574281738899363
3211,even be,-0.011545659800055608
3212,even bother,0.035130232309051046
3213,even care,-0.013126632475769267
3214,even do,-0.0064728130510169945
3215,even feel,-0.03033704560374594
3216,even get,-0.05808642031873438
3217,even go,0.013311962033961478
3218,even had,0.010445159079638647
3219,even have,0.09589466726509087
3220,even if,-0.07224900663834463
3221,even if it,-0.03847448112940932
3222,even in,0.05710299472229765
3223,even just,-0.018547746580809474
3224,even know,-0.0937538639800447
3225,even know how,-0.018826007012604205
3226,even know if,-0.024942838454073413
3227,even know what,-0.03441095743223727
3228,even know why,-0.004205310315339926
3229,even make,0.006888153587030417
3230,even more,-0.050749117376371555
3231,even my,0.001290035179792753
3232,even now,-0.011783412492527323
3233,even remember,0.011174889831113081
3234,even sure,0.017629643250277473
3235,even talk,-0.011321539302803454
3236,even talk to,-0.027413074035848164
3237,even that,0.006140477377998546
3238,even the,0.013786579587824865
3239,even then,0.016605017365487834
3240,even think,0.04501413203810642
3241,even tho,0.000561559914177747
3242,even though,0.0006237167517425471
3243,even though have,-0.0222985072505825
3244,even though he,0.01396275670981649
3245,even though im,-0.03148523807459813
3246,even though it,-0.008124464812845672
3247,even though know,0.005453958699212818
3248,even though she,0.01079543398752694
3249,even to,0.00901746870894384
3250,even try,0.06447114830153458
3251,even want,-0.009436873318860497
3252,even want to,0.0035783760645199557
3253,even when,0.001022468628878074
3254,even when im,-0.018539561873956344
3255,even with,-0.004608000153670017
3256,even worse,0.03175081939273092
3257,evening,0.006163698023236818
3258,event,0.0018736506531223309
3259,events,-0.06178006102751
3260,eventually,-0.027262002387256158
3261,ever,0.016767502762522507
3262,ever again,-0.021846177995682753
3263,ever be,-0.03921570370973493
3264,ever been,0.02404533366253832
3265,ever do,0.020289233314527273
3266,ever feel,0.02395425734426157
3267,ever felt,-0.0030056441615443764
3268,ever get,0.027933081942934278
3269,ever had,0.034360109481477934
3270,ever have,-0.028615373842855136
3271,ever since,-0.014731372912858467
3272,ever since was,-0.016190295101068418
3273,ever want,-0.0016480515962877937
3274,every,-0.0012822766420269348
3275,every day,-0.041371810245723284
3276,every day and,0.010370736683611222
3277,every little,-0.040359175299034884
3278,every morning,0.030563596924974252
3279,every night,-0.018751696763228503
3280,every now,0.014406971821364646
3281,every now and,0.008733713668198527
3282,every one,-0.0054032284554912545
3283,every other,0.0061475319126245214
3284,every single,0.06748953334198644
3285,every single day,0.0559123148117301
3286,every time,-0.05134458061584861
3287,every week,-0.003006029045159411
3288,everybody,-0.08170691459194006
3289,everyday,-0.0797661456044209
3290,everyday and,-0.0002289378262304506
3291,everyday is,0.0036333315665234324
3292,everyone,-0.03320574858434314
3293,everyone and,0.040978325352151235
3294,everyone around,-0.022520358804590055
3295,everyone around me,-0.03219570638917237
3296,everyone else,0.03448460691788008
3297,everyone has,0.029671631549550468
3298,everyone im,-0.06678280063754641
3299,everyone in,-0.0261777109810008
3300,everyone is,-0.020491292345195613
3301,everyone just,-0.027154582125607177
3302,everyone was,-0.031081646643456026
3303,everyones,-0.017336630462334583
3304,everything,0.04332171142661579
3305,everything about,0.03990656747053469
3306,everything and,-0.016472156123053337
3307,everything but,0.030907304580810396
3308,everything do,-0.008953173542129057
3309,everything else,-0.04062377040693765
3310,everything for,-0.004030457031489291
3311,everything has,-0.012432837721288215
3312,everything have,-0.025758482222630105
3313,everything im,0.027300143465973547
3314,everything in,-0.04043654856076884
3315,everything in my,-0.03076592976514063
3316,everything is,-0.0630851617601997
3317,everything ive,0.03447324775831621
3318,everything just,0.014903745783068332
3319,everything seems,0.010661575352612147
3320,everything that,0.021521504623469547
3321,everything to,-0.006860713952458664
3322,everything was,0.003698544384383474
3323,everything will,0.036712905366505476
3324,everythings,0.019970497989277625
3325,everytime,0.012438513610299295
3326,everywhere,0.013785687168595387
3327,evidence,-0.006111153907698288
3328,evil,-0.02413801577697231
3329,ex,0.09622085567983509
3330,ex and,0.007215764784584474
3331,exact,0.054090819235910505
3332,exactly,-0.08895000617633879
3333,exactly what,0.03229831468673529
3334,exam,0.009415766250441576
3335,example,0.006610497894958792
3336,exams,-0.019854317384621522
3337,except,0.0023655958271927096
3338,except for,-0.033112145768897386
3339,excited,0.0392897484438612
3340,exciting,-0.009107311109085818
3341,excuse,0.11294817519349393
3342,excuses,-0.028099898323935845
3343,exercise,-0.06156732636745279
3344,exercising,0.028393444632072416
3345,exhausted,0.04836515599908753
3346,exhausted and,0.020929447246465914
3347,exhausting,0.04292405978559185
3348,exist,-0.017292586456412577
3349,existence,0.08254142090118641
3350,existing,0.02268567572618375
3351,exists,0.01687370560019381
3352,expect,-0.02861241550949499
3353,expectations,0.04667793736790959
3354,expected,0.057456166342021615
3355,expected to,0.0334273142575945
3356,expecting,0.0017426167546604734
3357,expensive,0.017213266256832435
3358,experience,-0.013246962052372566
3359,experience with,-0.002770025636330259
3360,experienced,-0.07329949027115992
3361,experiences,-0.04762642512692406
3362,experiencing,-0.060343506779489256
3363,explain,-0.07551766826306952
3364,explain how,-0.017409295947126976
3365,explain it,-0.02904164907098193
3366,explain to,-0.029497568168332128
3367,explained,0.03279344718792736
3368,explaining,0.0186375576361174
3369,explode,-0.0029467909892528935
3370,express,-0.09212132215632476
3371,extent,0.023974879253423703
3372,extra,0.03835787006275878
3373,extreme,-0.020116678608916454
3374,extremely,0.025838174421529317
3375,extremely depressed,-0.03297115727366846
3376,eye,0.013092288672158316
3377,eyes,-0.06021265092486514
3378,eyes and,0.031331978954701994
3379,face,-0.0648037739636173
3380,face and,-0.04252124682029474
3381,face the,0.006457907284006796
3382,face to,0.0009739326551418621
3383,facebook,-0.02367466332928923
3384,faced,-0.009427536648506436
3385,faces,0.02167353601613079
3386,facing,-0.0037109131821266507
